"","emln_id.x","train_layer","test_layer","TP","FN","TN","FP","specificity","precision","recall","f05_score","balanced_accuracy","nse","nnse","layer_comparison","emln_id.y","nrow_A","ncol_A","size_A","density_A","nrow_P","ncol_P","size_P","density_P","nrow_C","ncol_C","size_C","density_C","train_layer_name","test_layer_name","emln_id","jaccard_pollinators","jaccard_plants","jaccard_edges","avg_distance_m","avg_distance_km","distance_km"
"16",60,3,2,18.56,8.44,17.92,9.08,0.663703703703704,0.674949512433454,0.687407407407407,0.675328372976711,0.675555555555556,-5.79744711276961,0.352705611124258,"Added location",60,50,12,62,0.181666666666667,68,16,84,0.127757352941176,95,21,116,0.11328320802005,"Gran Canaria","Tenerife South",60,0.242105263157895,0.333333333333333,0.0973451327433628,116460.649125,116.460649125,116.460649125
"17",60,3,3,13.96,7.04,13.52,7.48,0.643809523809524,0.655736613726532,0.664761904761905,0.654681624791148,0.654285714285714,-5.79979251944473,0.407659694026305,"Single location",60,50,12,62,0.181666666666667,50,12,62,0.181666666666667,50,12,62,0.181666666666667,"Gran Canaria","Gran Canaria",60,1,1,1,0,0,0
"18",60,3,4,14.52,3.48,11.22,6.78,0.623333333333333,0.685832910986801,0.806666666666667,0.705406659397899,0.715,-5.25078692515451,0.300660028841422,"Added location",60,50,12,62,0.181666666666667,56,9,65,0.182539682539683,93,17,110,0.120177103099304,"Gran Canaria","Fuerteventura",60,0.139784946236559,0.235294117647059,0.0578947368421053,190474.59875,190.47459875,190.47459875
"19",60,3,5,11.66,9.34,14.66,6.34,0.698095238095238,0.657573429775382,0.555238095238095,0.627655687144606,0.626666666666667,-1.48770707684722,0.40624507995618,"Added location",60,50,12,62,0.181666666666667,60,12,72,0.145833333333333,106,19,125,0.104766633565045,"Gran Canaria","Western Sahara",60,0.0377358490566038,0.263157894736842,0.014218009478673,244280.590775,244.280590775,244.280590775
"20",60,3,6,11.88,5.12,11.56,5.44,0.68,0.690751019706128,0.698823529411765,0.690284428272788,0.689411764705882,-6.12198336499983,0.48446253334946,"Added location",60,50,12,62,0.181666666666667,54,11,65,0.148148148148148,89,19,108,0.112359550561798,"Gran Canaria","El Hierro",60,0.168539325842697,0.210526315789474,0.0368421052631579,274346.546,274.346546,274.346546
"21",60,3,7,15.4,7.6,15.42,7.58,0.670434782608696,0.677837047149357,0.669565217391304,0.672761579107906,0.67,-4.76381819417134,0.398870370245438,"Added location",60,50,12,62,0.181666666666667,52,15,67,0.148717948717949,83,19,102,0.130627774254914,"Gran Canaria","La Gomera",60,0.228915662650602,0.421052631578947,0.0922330097087379,200274.260075,200.274260075,200.274260075
"22",60,4,1,19,7,17.04,8.96,0.655384615384615,0.683695099051375,0.730769230769231,0.691094252999507,0.693076923076923,0.109715700869409,0.552870342465593,"Added location",60,56,9,65,0.182539682539683,59,19,78,0.119536128456735,105,24,129,0.0873015873015873,"Fuerteventura","Tenerife Teno",60,0.0952380952380952,0.166666666666667,0.0272727272727273,337055.48055,337.05548055,337.05548055
"23",60,4,2,18.22,8.78,17.76,9.24,0.657777777777778,0.668730694329673,0.674814814814815,0.667493221901774,0.666296296296296,-0.58289009724716,0.457426858595458,"Added location",60,56,9,65,0.182539682539683,68,16,84,0.127757352941176,110,20,130,0.100909090909091,"Fuerteventura","Tenerife South",60,0.127272727272727,0.25,0.0405405405405405,284225.3518,284.2253518,284.2253518
"24",60,4,3,14.72,6.28,12.68,8.32,0.603809523809524,0.644922030720415,0.700952380952381,0.653112568565547,0.652380952380952,-2.41232292235206,0.434334910617937,"Added location",60,56,9,65,0.182539682539683,50,12,62,0.181666666666667,93,17,110,0.120177103099304,"Fuerteventura","Gran Canaria",60,0.139784946236559,0.235294117647059,0.0578947368421053,190474.59875,190.47459875,190.47459875
"25",60,4,4,12.18,5.82,12.16,5.84,0.675555555555556,0.680447318837816,0.676666666666667,0.676735981838931,0.676111111111111,-3.56896053160003,0.380087616293272,"Single location",60,56,9,65,0.182539682539683,56,9,65,0.182539682539683,56,9,65,0.182539682539683,"Fuerteventura","Fuerteventura",60,1,1,1,0,0,0
"26",60,4,5,14.26,6.74,14.36,6.64,0.683809523809524,0.686230677386358,0.679047619047619,0.682711453580149,0.681428571428571,-3.21315085891975,0.347693940271697,"Added location",60,56,9,65,0.182539682539683,60,12,72,0.145833333333333,107,15,122,0.117757009345794,"Fuerteventura","Western Sahara",60,0.0841121495327103,0.4,0.0423280423280423,305248.84735,305.24884735,305.24884735
"27",60,4,6,11.38,5.62,11.48,5.52,0.675294117647059,0.676871276470348,0.669411764705882,0.673753288966787,0.672352941176471,-0.714555698905214,0.511003787036133,"Added location",60,56,9,65,0.182539682539683,54,11,65,0.148148148148148,101,18,119,0.0984598459845985,"Fuerteventura","El Hierro",60,0.0891089108910891,0.111111111111111,0.00558659217877095,455676.643375,455.676643375,455.676643375
"28",60,4,7,15.08,7.92,14.74,8.26,0.640869565217391,0.647523147995672,0.655652173913043,0.646903253581857,0.648260869565217,-1.85733963682444,0.406039977045213,"Added location",60,56,9,65,0.182539682539683,52,15,67,0.148717948717949,93,19,112,0.11262026032824,"Fuerteventura","La Gomera",60,0.161290322580645,0.263157894736842,0.0452261306532663,376892.630125,376.892630125,376.892630125
"29",60,5,1,18.76,7.24,16.96,9.04,0.652307692307692,0.679734433780187,0.721538461538462,0.685755956472054,0.686923076923077,-0.11253758629227,0.520050201313612,"Added location",60,60,12,72,0.145833333333333,59,19,78,0.119536128456735,114,26,140,0.0799595141700405,"Western Sahara","Tenerife Teno",60,0.043859649122807,0.192307692307692,0.00843881856540084,389094.179225,389.094179225,389.094179225
"30",60,5,2,17.98,9.02,17.86,9.14,0.661481481481481,0.669861483835038,0.665925925925926,0.666616112094309,0.663703703703704,-0.499471393185328,0.500737755074248,"Added location",60,60,12,72,0.145833333333333,68,16,84,0.127757352941176,122,22,144,0.0905365126676602,"Western Sahara","Tenerife South",60,0.0491803278688525,0.272727272727273,0.00411522633744856,339381.7762,339.3817762,339.3817762
"31",60,5,3,12.98,8.02,14.18,6.82,0.675238095238095,0.657725355095391,0.618095238095238,0.646782149348057,0.646666666666667,-2.14163590308905,0.414479477996731,"Added location",60,60,12,72,0.145833333333333,50,12,62,0.181666666666667,106,19,125,0.104766633565045,"Western Sahara","Gran Canaria",60,0.0377358490566038,0.263157894736842,0.014218009478673,244280.590775,244.280590775,244.280590775
"32",60,5,4,13.58,4.42,11.86,6.14,0.658888888888889,0.694755109535026,0.754444444444444,0.703524286651756,0.706666666666667,-1.21010448587724,0.406195589470376,"Added location",60,60,12,72,0.145833333333333,56,9,65,0.182539682539683,107,15,122,0.117757009345794,"Western Sahara","Fuerteventura",60,0.0841121495327103,0.4,0.0423280423280423,305248.84735,305.24884735,305.24884735
"33",60,5,5,12.32,8.68,13.84,7.16,0.659047619047619,0.635793326532578,0.586666666666667,0.622148858613868,0.622857142857143,-0.56634093731796,0.430293043473268,"Single location",60,60,12,72,0.145833333333333,60,12,72,0.145833333333333,60,12,72,0.145833333333333,"Western Sahara","Western Sahara",60,1,1,1,0,0,0
"34",60,5,6,11.28,5.72,11.88,5.12,0.698823529411765,0.694000291332335,0.663529411764706,0.684704057132231,0.681176470588235,-0.939570343433754,0.479078818703636,"Added location",60,60,12,72,0.145833333333333,54,11,65,0.148148148148148,112,21,133,0.0820578231292517,"Western Sahara","El Hierro",60,0.0178571428571429,0.0952380952380952,0,437371.016375,437.371016375,437.371016375
"35",60,5,7,14.92,8.08,15.42,7.58,0.670434782608696,0.668844682454098,0.648695652173913,0.662211398068702,0.659565217391304,0.0739627991528905,0.537302516632261,"Added location",60,60,12,72,0.145833333333333,52,15,67,0.148717948717949,107,22,129,0.0926083262531861,"Western Sahara","La Gomera",60,0.0467289719626168,0.227272727272727,0.0137614678899083,390008.86975,390.00886975,390.00886975
"36",60,6,1,19.98,6.02,16.68,9.32,0.641538461538462,0.686209591634388,0.768461538461538,0.699847519737297,0.705,-1.40138207105222,0.451798607392004,"Added location",60,54,11,65,0.148148148148148,59,19,78,0.119536128456735,95,22,117,0.0971291866028708,"El Hierro","Tenerife Teno",60,0.189473684210526,0.363636363636364,0.0935960591133005,129414.4136,129.4144136,129.4144136
"37",60,6,2,19.84,7.16,17.74,9.26,0.657037037037037,0.684120689048108,0.734814814814815,0.692075958635118,0.695925925925926,-3.42811341898732,0.394624344810184,"Added location",60,54,11,65,0.148148148148148,68,16,84,0.127757352941176,106,21,127,0.0965858041329739,"El Hierro","Tenerife South",60,0.150943396226415,0.285714285714286,0.0558139534883721,172763.448,172.763448,172.763448
"38",60,6,3,13.1,7.9,14.62,6.38,0.696190476190476,0.679295756979045,0.623809523809524,0.663749139509851,0.66,-4.99239278024904,0.411811080061894,"Added location",60,54,11,65,0.148148148148148,50,12,62,0.181666666666667,89,19,108,0.112359550561798,"El Hierro","Gran Canaria",60,0.168539325842697,0.210526315789474,0.0368421052631579,274346.546,274.346546,274.346546
"39",60,6,4,11.18,6.82,11.76,6.24,0.653333333333333,0.647316478091986,0.621111111111111,0.638780734898759,0.637222222222222,-2.26067601645241,0.388265893229612,"Added location",60,54,11,65,0.148148148148148,56,9,65,0.182539682539683,101,18,119,0.0984598459845985,"El Hierro","Fuerteventura",60,0.0891089108910891,0.111111111111111,0.00558659217877095,455676.643375,455.676643375,455.676643375
"40",60,6,5,10.36,10.64,16.2,4.8,0.771428571428571,0.69109448987545,0.493333333333333,0.636465712431909,0.632380952380952,-0.329819044232885,0.470220569163876,"Added location",60,54,11,65,0.148148148148148,60,12,72,0.145833333333333,112,21,133,0.0820578231292517,"El Hierro","Western Sahara",60,0.0178571428571429,0.0952380952380952,0,437371.016375,437.371016375,437.371016375
"41",60,6,6,11.92,5.08,11.28,5.72,0.663529411764706,0.684421796029758,0.701176470588235,0.685193463121451,0.682352941176471,-3.16342825256535,0.498362066857068,"Single location",60,54,11,65,0.148148148148148,54,11,65,0.148148148148148,54,11,65,0.148148148148148,"El Hierro","El Hierro",60,1,1,1,0,0,0
"42",60,6,7,16.52,6.48,14.12,8.88,0.613913043478261,0.655246750949213,0.718260869565217,0.664987133303412,0.666086956521739,-2.71458304083646,0.44012129947311,"Added location",60,54,11,65,0.148148148148148,52,15,67,0.148717948717949,86,19,105,0.114443084455324,"El Hierro","La Gomera",60,0.232558139534884,0.368421052631579,0.0909090909090909,80112.73198,80.11273198,80.11273198
"43",60,7,1,19.78,6.22,16,10,0.615384615384615,0.667782682064768,0.760769230769231,0.683176225972632,0.688076923076923,-0.912189077677648,0.445369551853063,"Added location",60,52,15,67,0.148717948717949,59,19,78,0.119536128456735,95,23,118,0.104805491990847,"La Gomera","Tenerife Teno",60,0.168421052631579,0.478260869565217,0.091703056768559,52751.492455,52.751492455,52.751492455
"44",60,7,2,21.5,5.5,16.14,10.86,0.597777777777778,0.665761760258963,0.796296296296296,0.68711300586817,0.697037037037037,-4.2603291800623,0.417858304381217,"Added location",60,52,15,67,0.148717948717949,68,16,84,0.127757352941176,97,21,118,0.115365733922435,"La Gomera","Tenerife South",60,0.237113402061856,0.476190476190476,0.0851063829787234,92999.56344,92.99956344,92.99956344
"45",60,7,3,14.08,6.92,14.7,6.3,0.7,0.700750738442749,0.67047619047619,0.690920284292557,0.685238095238095,-6.77467258102562,0.34465378413856,"Added location",60,52,15,67,0.148717948717949,50,12,62,0.181666666666667,83,19,102,0.130627774254914,"La Gomera","Gran Canaria",60,0.228915662650602,0.421052631578947,0.0922330097087379,200274.260075,200.274260075,200.274260075
"46",60,7,4,14.48,3.52,10.92,7.08,0.606666666666667,0.677009777344446,0.804444444444444,0.697618604681309,0.705555555555556,-1.08094210125179,0.427848741556105,"Added location",60,52,15,67,0.148717948717949,56,9,65,0.182539682539683,93,19,112,0.11262026032824,"La Gomera","Fuerteventura",60,0.161290322580645,0.263157894736842,0.0452261306532663,376892.630125,376.892630125,376.892630125
"47",60,7,5,13.22,7.78,15.04,5.96,0.716190476190476,0.694328833495814,0.629523809523809,0.678110186851586,0.672857142857143,-0.288191365233472,0.460629801358751,"Added location",60,52,15,67,0.148717948717949,60,12,72,0.145833333333333,107,22,129,0.0926083262531861,"La Gomera","Western Sahara",60,0.0467289719626168,0.227272727272727,0.0137614678899083,390008.86975,390.00886975,390.00886975
"48",60,7,6,12.6,4.4,10.48,6.52,0.616470588235294,0.664027300155312,0.741176470588235,0.675072547341183,0.678823529411765,-1.20979937379658,0.583320552098171,"Added location",60,52,15,67,0.148717948717949,54,11,65,0.148148148148148,86,19,105,0.114443084455324,"La Gomera","El Hierro",60,0.232558139534884,0.368421052631579,0.0909090909090909,80112.73198,80.11273198,80.11273198
"49",60,7,7,16.02,6.98,14.04,8.96,0.610434782608696,0.643575502425852,0.696521739130435,0.652089076192331,0.653478260869565,-0.371692716593436,0.503092601239516,"Single location",60,52,15,67,0.148717948717949,52,15,67,0.148717948717949,52,15,67,0.148717948717949,"La Gomera","La Gomera",60,1,1,1,0,0,0
